0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19262,25862,6740,8820,10320,9360,10020,23702,22482,16621,5880,5040,7300,9160,13020,8540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,14820,10680,15741,27082,39686,18181,5140,16401,9360,3060,4480,18881,38325,20121,5080,3940,3680,3260,6500,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21661,11680,3680,5260,4360,4720,10740,28983,32243,26822,19701,7200,9440,6980,2160,5740,8840,18861,20001,8740,8180,5520,9360,14200,23582,19281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17221,34864,15841,5600,4260,5140,2340,4020,5640,17101,34825,37226,19041,15581,3860,9980,8080,1640,3280,6440,16841,13960,23322,21221,16021,32404,22141,10400,7500,5420,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4540,10680,21682,15421,3920,2640,8120,11040,5860,5300,26422,32364,31823,24422,21761,30423,16921,10780,8640,2120,2620,6980,18061,22061,19981,37125,23182,29723,16901,7180,2580,2320,3380,3600,4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11340,3540,3260,11620,6340,1000,1460,2660,2000,3780,16321,49089,16701,18101,37645,24242,39085,12320,5160,7360,1840,1920,4020,12600,13020,28183,24342,24862,23522,6680,3920,3980,5940,12060,7440,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6180,9460,2900,10120,5760,5440,2720,2220,2280,1680,1820,3960,6760,27342,21341,30983,37105,23222,23382,12400,2720,3420,3720,2520,2560,17401,31523,40446,35265,19801,8260,3700,5320,3320,3660,9700,4780,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,3920,1840,10000,1960,1760,8380,19341,11260,10640,5460,2300,1860,13420,23082,11800,9540,21921,26222,17481,26302,7020,7700,14020,3540,3000,19561,27662,25562,42847,28343,5040,3400,4100,1880,3700,2340,2740,9260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10360,13020,2920,2300,4260,8360,3720,5220,21441,9240,6460,5460,1840,3980,9720,8500,13680,17301,11560,16461,23742,31703,20621,9360,6380,3640,7300,20681,9740,12900,36545,23722,13920,3580,3240,4520,6600,4440,2140,7220,17501,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19584,47949,22021,11120,6760,6000,2980,5000,7160,4200,13800,17301,3540,3680,6000,6620,4160,6260,9240,9260,13180,26282,19641,7620,5140,4740,11340,28383,26642,38485,23762,16521,22362,17181,6640,4820,3920,4920,8020,4380,2680,2140,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16062,41627,61157,19181,24642,29123,10020,3860,2140,4720,9280,7740,9360,2700,8020,14981,2760,2260,2820,4080,6100,13880,22001,16341,3480,3500,2940,5320,17421,39866,22342,27763,26282,25902,24142,9140,7920,9980,8800,18981,6620,2480,840,560,0,19441,9840,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24265,45029,8420,12780,17121,25242,18781,7600,2200,2360,1940,2260,1920,3640,6520,3860,2580,7780,3300,2880,5460,15500,27242,8820,3640,4620,3860,4520,5760,17241,23122,17981,16941,19761,16141,19481,17261,15220,20501,26922,16921,6420,2740,2300,1380,18441,10320,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5360,9680,2820,1880,4600,15241,31964,20621,20761,24762,6940,4280,3660,4080,3940,7620,9340,4220,3100,3380,1240,2900,6060,14960,23862,11260,3660,5680,5200,3060,4380,15440,19501,22801,19461,12460,18021,18381,33324,29243,13820,7580,17841,16961,7540,3940,6300,8120,24462,26302,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,17242,22062,3620,1380,2460,4520,21181,23642,23082,30823,27762,19841,10080,12840,12960,10580,12340,9500,3220,2020,1680,2420,2920,5080,11420,15641,15160,3600,2880,3180,3000,3000,12080,28423,22581,19661,12680,14640,22882,26923,14880,11140,12140,15640,23762,17061,10560,9980,21742,31026,43388,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12300,5720,2640,7400,4040,2280,13020,19261,26802,21881,19401,15860,20061,17501,13200,20421,14500,16381,5540,3080,3160,2920,2400,2640,9720,11360,12640,11180,3680,2620,1720,2560,10480,27103,20101,9760,2940,5080,5180,15900,9120,6320,3160,10960,12320,16961,15580,27642,20421,16701,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,34164,10780,2940,5060,9520,4460,1420,4340,12760,18501,18161,5640,3120,4860,15341,14340,24302,14420,17521,16461,6820,3360,2940,2580,3400,9540,12960,13060,15801,13520,3960,4260,9680,14600,25702,18121,6340,3140,4160,3440,8360,9440,4460,3280,3900,4420,1400,2080,17241,23462,24302,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10501,48248,18241,3980,2700,1860,3080,2960,2740,3020,6380,11140,9800,5360,1440,1820,11320,13560,6660,9200,15000,13320,9100,3640,2540,3540,8400,13620,16581,8320,19801,19621,11320,17361,20761,7360,8680,11820,4400,3640,2160,1960,2480,6220,4100,3980,2840,2500,840,900,380,2720,25542,9680,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,39427,36025,28443,9840,5380,3400,1920,2080,2780,3260,1980,1780,4800,3360,860,2200,9960,12000,8000,7940,7840,17621,12020,12800,7860,7540,8800,18201,19941,10420,25482,19001,19961,10760,4840,2460,8700,11980,8440,5120,1660,2740,2460,6040,11020,3160,3420,2500,3180,6300,11860,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14681,36685,44147,20981,18881,21741,9340,2740,2040,760,800,1380,1760,2760,2100,1620,1660,8060,14720,17401,10720,6300,9740,9440,18941,16521,20501,13800,15520,12200,13580,15900,9580,5960,11460,3460,1820,1660,2680,8880,11660,2900,2600,2360,4880,17721,7260,6300,10820,11400,38287,29024,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21541,8720,4340,5120,8820,6880,3220,1420,1720,1180,1020,580,1120,1120,1300,2000,2820,6200,13120,11400,5880,7800,10780,8600,8920,8940,10500,10160,10760,11180,4900,16441,12660,9460,20141,6000,1740,880,2140,9160,13500,11240,4320,6640,11400,11720,22461,21461,29303,61475,0,0,0,0,0,0,0,0,0,0,0,0,0
