0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,12,-51,12,391,719,-442,-1584,-505,-247,-459,3048,5168,3769,5283,18077,28737,12906,7718,12364,8269,5951,15019,29154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,19,-74,15,549,1000,-583,-2139,-678,-313,-605,4368,7396,5173,7814,21185,29445,12202,8076,12743,8003,5673,14631,29363,24922,9601,3975,5447,6131,9377,7494,-153,-756,284,-53,-11,-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-16,-91,351,-87,-2446,-5103,4396,14838,4664,2640,3280,6734,10930,16660,28718,35313,29458,10654,9678,12129,3789,2650,7785,23719,28337,10862,4308,4453,2598,6195,12374,13134,2692,-1126,184,87,52,-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-98,49,374,-1411,799,17126,21426,10768,12296,5441,3504,4077,3473,4553,21197,38010,29261,18094,10190,4900,9453,3981,2953,5165,11338,15632,16695,16207,10212,18267,21893,18843,18233,7330,1088,309,-596,-141,26,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,9,-8,417,-390,-507,4516,12088,25571,20885,5111,2784,8620,8599,2570,7331,22149,33134,33629,23502,21793,18367,10414,10913,4821,1554,4022,13489,20351,19252,30444,24902,27785,28275,11307,3668,3597,2867,1275,2507,883,-180,46,-9,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-3,0,28,-38,43,-1555,1573,8776,2251,9348,14625,4700,644,3425,5503,5212,4964,28424,39965,17091,26882,27345,31291,30943,8692,8478,5460,1443,3123,10387,15313,18522,27938,27192,27295,17900,6169,4054,3192,7167,7227,5646,1326,-389,100,-33,-1,-3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-3,15,-15,-44,-97,795,6099,6974,6017,8497,4807,5369,1288,838,940,824,2200,3868,21167,31901,19021,36356,32762,25602,23341,4565,3873,3121,1778,1396,8713,18735,32250,34709,23407,17936,7922,3601,4527,3700,10485,9208,3794,1343,34,-7,28,29,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,7,-42,3,355,-390,1625,4996,5117,7604,2788,3823,10230,13006,8880,8007,3317,1950,4055,17142,21952,13382,21073,28889,21349,19877,13825,1939,9786,8338,1146,9902,28683,33469,38620,35155,11443,2112,5001,3130,2114,4594,3275,6876,830,-1478,374,-198,-88,-29,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,-4,0,-36,181,-133,-732,6956,8709,1473,2730,6813,5957,1819,11971,21993,6890,6991,4515,1404,6267,13027,12931,13508,13417,16460,19946,26973,27991,12215,9852,6903,410,12907,17816,9041,31216,36967,16296,5361,2849,3346,5201,4392,1512,5878,12882,3920,-937,620,369,102,-3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-3,15,6,94,-508,-15,20022,37743,16579,6323,3851,5081,4513,5653,6676,8584,14741,11915,2425,3113,5806,6545,5452,11222,12005,9578,19272,27382,18685,9331,5251,5515,16806,22987,27194,24652,18728,22508,19299,9605,4007,3740,4780,6457,4693,2883,8958,3488,-598,-1251,-1673,-321,-3,0,0,0,0,0,0,0,0,0,0
